carat,cut,color,clarity,depth,table,price,x,y,z
0.39,Ideal,G,VVS2,62.2,54,952,4.67,4.7,2.91
0.36,Ideal,G,VVS2,61.6,57,776,4.58,4.62,2.83
1.05,Ideal,G,VVS2,62.5,55,8645,6.49,6.53,4.07
1.56,Ideal,G,VVS2,62.5,55,15609,7.39,7.45,4.64
0.59,Ideal,G,VVS2,62.3,56,2155,5.34,5.39,3.34
1.16,Ideal,G,VVS2,62.2,56,9419,6.74,6.7,4.18
1.11,Ideal,G,VVS2,61.8,56,9734,6.66,6.69,4.12
0.41,Ideal,G,VVS2,61.8,56,1076,4.78,4.74,2.94
1.23,Ideal,H,VVS2,62,55,8079,6.85,6.9,4.26
0.5,Ideal,H,VVS2,61.6,57,1842,5.08,5.14,3.15
0.3,Ideal,H,VVS2,61.9,54.5,631,4.31,4.35,2.68
0.56,Ideal,H,VVS2,60.9,57,1814,5.38,5.33,3.26
0.31,Ideal,H,VVS2,62.6,56,802,4.37,4.32,2.72
0.42,Ideal,H,VVS2,61.1,56,910,4.8,4.85,2.95
0.72,Ideal,H,VVS2,60.9,57,2869,5.79,5.77,3.52
0.39,Ideal,H,VVS2,61.4,56.1,853,4.7,4.73,2.89
0.53,Ideal,H,VVS2,61.8,56,1800,5.22,5.2,3.22
0.34,Ideal,H,VVS2,61.7,55,667,4.48,4.5,2.77
0.3,Ideal,H,VVS2,60.4,56,776,4.36,4.32,2.62
0.3,Ideal,H,VVS2,62.8,57,776,4.25,4.22,2.66
0.4,Ideal,H,VVS2,62.4,57,877,4.69,4.73,2.94
0.72,Ideal,H,VVS2,61.6,56,3334,5.75,5.77,3.55
1.18,Ideal,I,VVS2,62.7,55,6678,6.7,6.79,4.23
0.31,Ideal,I,VVS2,61.6,57,698,4.39,4.35,2.69
0.91,Ideal,I,VVS2,60.6,57,4663,6.25,6.27,3.79
0.4,Ideal,I,VVS2,62,56,807,4.74,4.77,2.95
1.02,Ideal,I,VVS2,62.1,54,5767,6.47,6.51,4.03
0.72,Ideal,I,VVS2,62.2,54,2420,5.73,5.78,3.58
0.32,Ideal,I,VVS2,62,54.9,567,4.36,4.39,2.71
0.4,Ideal,I,VVS2,61.6,56,770,4.75,4.76,2.93
0.5,Ideal,I,VVS2,61.8,57,1322,5.09,5.11,3.15
0.24,Ideal,J,VVS2,62.8,57,432,3.96,3.94,2.48
0.44,Ideal,J,VVS2,62.1,55,726,4.88,4.91,3.04
1.02,Ideal,J,VVS2,62.1,57,3936,6.46,6.43,4
0.74,Good,D,VVS1,59.2,62.6,4274,5.85,5.87,3.47
0.57,Good,E,VVS1,59.1,65,2990,5.34,5.43,3.18
0.25,Good,E,VVS1,61.3,61,575,4.04,4.08,2.49
0.7,Good,F,VVS1,61.2,61,3536,5.71,5.79,3.52
0.27,Good,F,VVS1,61.7,61,498,4.1,4.14,2.54
0.3,Good,G,VVS1,63.5,57,789,4.23,4.27,2.7
1,Good,G,VVS1,63.8,60,7134,6.35,6.31,4.04
0.41,Good,H,VVS1,62.6,62,892,4.7,4.76,2.96
0.7,Good,H,VVS1,62.7,56,2877,5.6,5.66,3.53
0.42,Good,I,VVS1,59.2,61,867,4.88,4.91,2.9
0.57,Very Good,D,VVS1,60.4,57,2945,5.39,5.44,3.27
0.23,Very Good,D,VVS1,60.5,55,472,4.01,4.02,2.43
0.32,Very Good,D,VVS1,61.9,54,983,4.42,4.46,2.75
0.25,Very Good,E,VVS1,62.9,58,576,4.01,4.03,2.53
0.28,Very Good,E,VVS1,61.1,60,646,4.17,4.21,2.56
0.25,Very Good,E,VVS1,57.7,62,548,4.16,4.19,2.41
0.24,Very Good,E,VVS1,63.7,57,552,3.92,3.93,2.5
0.32,Very Good,E,VVS1,59,61,748,4.44,4.47,2.63
0.26,Very Good,E,VVS1,62.9,61,547,4.01,4.06,2.54
0.42,Very Good,E,VVS1,60.5,55,1365,4.85,4.9,2.95
0.25,Very Good,E,VVS1,61.5,56,560,4.06,4.08,2.5
0.33,Very Good,F,VVS1,62,56,859,4.41,4.44,2.74
0.38,Very Good,F,VVS1,63.8,58,1030,4.58,4.61,2.93
1.01,Very Good,F,VVS1,62.1,58,9908,6.37,6.41,3.97
0.31,Very Good,F,VVS1,62.4,57,897,4.3,4.32,2.69
0.71,Very Good,F,VVS1,63.3,58,3104,5.67,5.64,3.58
1,Very Good,F,VVS1,63,56,8008,6.32,6.37,4
0.71,Very Good,F,VVS1,62.7,58,3626,5.67,5.72,3.57
0.27,Very Good,F,VVS1,61.8,55,604,4.13,4.16,2.56
0.38,Very Good,F,VVS1,61.7,56,1087,4.63,4.66,2.86
0.23,Very Good,G,VVS1,61.5,56,484,3.92,3.96,2.42
0.53,Very Good,G,VVS1,58.9,60,2136,5.23,5.3,3.1
0.3,Very Good,G,VVS1,60.7,57,691,4.35,4.37,2.65
1.28,Very Good,G,VVS1,60.3,59,11214,6.99,7.03,4.23
0.29,Very Good,G,VVS1,62,58,522,4.19,4.23,2.61
0.43,Very Good,G,VVS1,60.7,57,1143,4.87,4.89,2.96
0.31,Very Good,G,VVS1,63.4,57,1046,4.36,4.32,2.75
1.2,Very Good,G,VVS1,60.9,59,9139,6.87,6.79,4.16
0.55,Very Good,G,VVS1,60.8,58,1838,5.25,5.3,3.21
1.16,Very Good,G,VVS1,60.7,56,9023,6.77,6.83,4.13
0.31,Very Good,H,VVS1,61.3,56,651,4.35,4.38,2.67
0.6,Very Good,H,VVS1,61.5,56,2142,5.43,5.46,3.35
0.4,Very Good,H,VVS1,62.3,55,1139,4.73,4.77,2.95
0.44,Very Good,H,VVS1,61,59,986,4.87,4.9,2.98
0.4,Very Good,H,VVS1,60.5,59,900,4.73,4.76,2.87
0.27,Very Good,H,VVS1,61.2,57,504,4.15,4.18,2.55
0.44,Very Good,I,VVS1,60.8,57,926,4.88,4.93,2.98
0.7,Very Good,I,VVS1,61.6,58,2390,5.69,5.71,3.51
0.59,Very Good,I,VVS1,62.8,58,1709,5.3,5.34,3.34
0.39,Very Good,J,VVS1,62.8,58,718,4.61,4.66,2.91
0.45,Premium,D,VVS1,61.5,55,1736,5.02,4.97,3.07
1.01,Premium,D,VVS1,59.3,59,11480,6.56,6.53,3.88
0.26,Premium,E,VVS1,62.9,58,769,4.08,4.06,2.56
0.41,Premium,E,VVS1,62.2,58,1431,4.77,4.75,2.96
0.24,Premium,E,VVS1,60.7,58,710,4.03,4.01,2.44
0.71,Premium,E,VVS1,62.5,57,3831,5.67,5.62,3.53
0.4,Premium,E,VVS1,61.4,59,1333,4.68,4.74,2.89
0.39,Premium,F,VVS1,59.7,58,1290,4.75,4.73,2.83
1.14,Premium,F,VVS1,60.8,58,10878,6.79,6.74,4.11
0.31,Premium,F,VVS1,62.4,60,959,4.31,4.28,2.68
1.27,Premium,F,VVS1,62.5,56,13320,6.99,6.93,4.35
1,Premium,G,VVS1,61.3,62,7644,6.37,6.35,3.9
0.38,Premium,G,VVS1,61.3,57,1064,4.68,4.62,2.85
0.3,Premium,G,VVS1,60.5,59,1013,4.36,4.33,2.63
1.53,Premium,G,VVS1,60.6,58,16451,7.45,7.49,4.53
0.39,Premium,G,VVS1,59.9,59,1170,4.75,4.73,2.84
0.31,Premium,G,VVS1,60.7,58,1046,4.4,4.37,2.66
0.51,Premium,G,VVS1,60.2,58,2027,5.24,5.2,3.14
0.51,Premium,G,VVS1,62.4,58,2027,5.13,5.09,3.19
1,Premium,G,VVS1,62.1,59,8008,6.29,6.4,3.94
0.31,Premium,H,VVS1,60.6,59,907,4.38,4.36,2.65
0.31,Premium,H,VVS1,60.5,58,707,4.4,4.43,2.67
0.42,Premium,H,VVS1,62,58,1068,4.79,4.82,2.98
0.34,Premium,H,VVS1,61.1,59,775,4.48,4.52,2.75
0.38,Premium,H,VVS1,59.1,58,1033,4.76,4.71,2.8
0.34,Premium,H,VVS1,61.2,58,862,4.51,4.48,2.75
0.34,Premium,I,VVS1,60.5,59,803,4.54,4.48,2.73
0.33,Premium,I,VVS1,62.5,61,780,4.42,4.38,2.75
0.7,Premium,I,VVS1,61.2,59,2536,5.69,5.65,3.47
0.55,Premium,I,VVS1,61.3,59,1712,5.3,5.27,3.24
0.7,Premium,J,VVS1,60.9,58,1844,5.74,5.79,3.51
0.4,Ideal,D,VVS1,61.6,56,1637,4.74,4.77,2.93
0.32,Ideal,D,VVS1,61.8,56,1067,4.39,4.41,2.72
0.61,Ideal,D,VVS1,62.1,56,4279,5.46,5.43,3.38
0.42,Ideal,D,VVS1,61.6,56,1547,4.79,4.82,2.96
0.27,Ideal,D,VVS1,61.9,57,799,4.18,4.15,2.58
0.58,Ideal,D,VVS1,62.2,56,3741,5.34,5.36,3.33
0.32,Ideal,D,VVS1,61.3,57,1067,4.39,4.42,2.7
0.26,Ideal,E,VVS1,61.7,56,635,4.09,4.11,2.53
0.32,Ideal,E,VVS1,62.5,56,1044,4.42,4.38,2.75
0.4,Ideal,E,VVS1,61.5,56,1397,4.78,4.75,2.93
0.33,Ideal,E,VVS1,60.2,57,984,4.47,4.5,2.7
0.33,Ideal,E,VVS1,62.6,58,852,4.36,4.4,2.74
0.53,Ideal,E,VVS1,61.7,57,2407,5.17,5.21,3.2
0.43,Ideal,E,VVS1,61.3,57,1433,4.84,4.88,2.98
0.34,Ideal,E,VVS1,62.2,54,973,4.52,4.55,2.82
0.41,Ideal,E,VVS1,61.9,58,1442,4.77,4.8,2.96
0.39,Ideal,E,VVS1,62.1,54,1183,4.67,4.7,2.91
0.52,Ideal,E,VVS1,61.8,55,3097,5.19,5.2,3.21
0.44,Ideal,E,VVS1,61.1,56,1924,4.91,4.94,3.01
0.3,Ideal,E,VVS1,60.6,57,956,4.35,4.33,2.63
0.34,Ideal,E,VVS1,61.9,56,1014,4.47,4.51,2.78
0.3,Ideal,E,VVS1,60.6,57,895,4.33,4.35,2.63
0.51,Ideal,E,VVS1,62.4,55,2317,5.08,5.12,3.18
0.34,Ideal,E,VVS1,61,57,946,4.53,4.55,2.77
0.42,Ideal,F,VVS1,62,55,1389,4.84,4.81,2.99
0.41,Ideal,F,VVS1,60.3,56,1295,4.8,4.85,2.91
0.38,Ideal,F,VVS1,62.1,55,1096,4.66,4.71,2.91
0.52,Ideal,F,VVS1,61.2,56,2841,5.19,5.21,3.18
0.4,Ideal,F,VVS1,62.2,56,1186,4.71,4.74,2.94
0.7,Ideal,F,VVS1,61.6,56,4246,5.86,5.71,3.51
0.3,Ideal,F,VVS1,62.4,56,1114,4.31,4.28,2.68
0.52,Ideal,F,VVS1,59.8,59,2251,5.21,5.25,3.13
0.51,Ideal,F,VVS1,60.9,57,2208,5.16,5.21,3.16
0.5,Ideal,F,VVS1,62,58,2018,5.06,5.07,3.14
0.33,Ideal,F,VVS1,60.6,57,880,4.51,4.53,2.74
0.31,Ideal,F,VVS1,61.9,55,1028,4.42,4.37,2.72
0.27,Ideal,F,VVS1,62.5,56,760,4.1,4.14,2.57
0.31,Ideal,F,VVS1,62.1,56,897,4.35,4.38,2.71
0.31,Ideal,F,VVS1,61.8,56,884,4.33,4.37,2.69
0.53,Ideal,F,VVS1,61.4,57,2834,5.2,5.23,3.2
0.35,Ideal,F,VVS1,61.5,55,945,4.51,4.56,2.79
1.14,Ideal,F,VVS1,62.2,56,11844,6.69,6.67,4.16
0.32,Ideal,F,VVS1,60.3,57,912,4.42,4.44,2.67
0.33,Ideal,F,VVS1,61.5,56,964,4.46,4.49,2.75
0.33,Ideal,F,VVS1,61.7,54,893,4.46,4.49,2.76
0.55,Ideal,F,VVS1,61.2,54,3032,5.35,5.3,3.26
0.31,Ideal,G,VVS1,61.5,55,789,4.39,4.42,2.71
0.32,Ideal,G,VVS1,61.7,56,936,4.41,4.37,2.71
0.42,Ideal,G,VVS1,61.1,56,1179,4.82,4.87,2.96
0.36,Ideal,G,VVS1,62.1,56,884,4.58,4.6,2.85
0.42,Ideal,G,VVS1,61.9,56,1150,4.8,4.85,2.98
0.31,Ideal,G,VVS1,61.6,56,1046,4.39,4.35,2.69
0.31,Ideal,G,VVS1,61.4,56,772,4.34,4.37,2.68
0.34,Ideal,G,VVS1,61.3,55,863,4.54,4.56,2.79
0.46,Ideal,G,VVS1,60.7,57,1453,4.98,5.03,3.04
0.43,Ideal,G,VVS1,62,55,1207,4.82,4.85,3
0.41,Ideal,G,VVS1,61,55,1123,4.8,4.82,2.93
0.31,Ideal,G,VVS1,62.5,56,772,4.29,4.34,2.69
0.42,Ideal,G,VVS1,61.6,55,1235,4.87,4.81,2.98
0.32,Ideal,G,VVS1,60.2,56,842,4.45,4.49,2.69
0.39,Ideal,G,VVS1,62.3,57,1095,4.64,4.7,2.91
0.34,Ideal,G,VVS1,61.9,54,863,4.49,4.52,2.79
0.29,Ideal,G,VVS1,62.4,56,673,4.22,4.24,2.64
1.31,Ideal,G,VVS1,61.9,55,13406,7.03,7.05,4.36
1.25,Ideal,G,VVS1,61.3,57,13096,6.9,6.94,4.24
0.31,Ideal,G,VVS1,62.5,54,1046,4.37,4.33,2.72
0.32,Ideal,G,VVS1,61.1,53,1080,4.44,4.4,2.7
0.7,Ideal,G,VVS1,60.7,57,3303,5.73,5.76,3.49
0.29,Ideal,G,VVS1,62.3,55,607,4.25,4.29,2.66
0.3,Ideal,G,VVS1,62.1,56,873,4.35,4.28,2.68
0.52,Ideal,G,VVS1,60.6,57,2387,5.21,5.26,3.17
0.42,Ideal,G,VVS1,61.6,55,1235,4.85,4.82,2.98
0.38,Ideal,G,VVS1,61.6,57,1067,4.65,4.73,2.89
0.65,Ideal,G,VVS1,61.9,56,3248,5.56,5.59,3.45
0.3,Ideal,G,VVS1,62.6,55,753,4.27,4.32,2.69
0.54,Ideal,G,VVS1,62.2,56,2080,5.19,5.22,3.24
0.52,Ideal,H,VVS1,61.2,57,1809,5.17,5.22,3.18
0.32,Ideal,H,VVS1,62,55,708,4.42,4.45,2.75
0.31,Ideal,H,VVS1,62.2,56,707,4.34,4.37,2.71
0.3,Ideal,H,VVS1,61.1,58,665,4.33,4.35,2.65
0.71,Ideal,H,VVS1,60.4,57,2867,5.78,5.81,3.5
0.41,Ideal,H,VVS1,60.5,55,971,4.83,4.89,2.94
1.08,Ideal,H,VVS1,62.5,54,6961,6.56,6.58,4.1
1.23,Ideal,H,VVS1,61.4,56,8920,6.89,6.91,4.24
0.42,Ideal,H,VVS1,61.8,55,1035,4.85,4.8,2.98
0.5,Ideal,H,VVS1,60.6,55,1710,5.13,5.17,3.12
0.42,Ideal,H,VVS1,61.3,56,1625,4.83,4.86,2.97
0.72,Ideal,H,VVS1,61.5,57,3180,5.74,5.76,3.54
0.4,Ideal,H,VVS1,62,54,1088,4.76,4.72,2.94
0.34,Ideal,H,VVS1,62,54,995,4.48,4.46,2.77
0.9,Ideal,H,VVS1,61.9,57,4783,6.19,6.24,3.85
0.54,Ideal,H,VVS1,60.4,55,1846,5.27,5.32,3.2
0.72,Ideal,I,VVS1,61.3,57,2678,5.77,5.75,3.53
1.06,Ideal,I,VVS1,60.2,57,6945,6.62,6.66,4
0.31,Ideal,I,VVS1,61.2,55.6,536,4.33,4.38,2.67
1.01,Ideal,I,VVS1,61.7,56,5478,6.42,6.47,3.98
0.23,Ideal,I,VVS1,63,56,414,3.94,3.9,2.47
0.41,Ideal,I,VVS1,61.7,57,875,4.73,4.76,2.93
0.3,Ideal,I,VVS1,62.2,54,532,4.29,4.35,2.68
0.46,Ideal,I,VVS1,61.7,57,974,4.96,4.99,3.07
0.31,Ideal,I,VVS1,62.1,56,732,4.38,4.35,2.71
0.4,Ideal,J,VVS1,61.9,56,1136,4.74,4.79,2.95
0.3,Good,F,IF,60,63,742,4.3,4.36,2.6
0.9,Good,G,IF,61.8,61,5855,6.12,6.17,3.8
0.32,Very Good,D,IF,62,56,1171,4.39,4.43,2.73
0.31,Very Good,E,IF,61.6,54,958,4.38,4.42,2.71
0.33,Very Good,E,IF,61.8,55,957,4.47,4.52,2.78
0.5,Very Good,F,IF,61.4,60,2238,5.07,5.1,3.12
1,Very Good,F,IF,63.9,56,9248,6.31,6.34,4.04
0.24,Very Good,F,IF,60,57,552,4.07,4.1,2.45
0.7,Very Good,G,IF,58.5,60,3543,5.83,5.87,3.42
1.01,Very Good,G,IF,62.8,57,8621,6.39,6.42,4.02
0.32,Very Good,G,IF,61.8,55,954,4.39,4.45,2.73
0.43,Very Good,G,IF,62.7,58,1286,4.8,4.84,3.02
0.4,Very Good,H,IF,64,56,1044,4.66,4.69,2.99
1.51,Very Good,I,IF,62.1,59,12291,7.25,7.31,4.52
0.3,Premium,E,IF,61,59,1097,4.33,4.29,2.63
0.42,Premium,F,IF,62.2,56,1389,4.85,4.8,3
0.31,Premium,F,IF,61.5,58,979,4.33,4.35,2.67
0.43,Premium,G,IF,61.4,59,1433,4.79,4.85,2.96
0.33,Premium,G,IF,59.4,59,853,4.49,4.54,2.68
0.3,Premium,G,IF,62.9,58,956,4.25,4.21,2.66
0.3,Premium,G,IF,58.4,62,1071,4.43,4.4,2.58
0.3,Premium,H,IF,62.9,58,1013,4.29,4.26,2.69
1.21,Premium,H,IF,62.2,58,8294,6.8,6.83,4.24
0.3,Premium,I,IF,60.5,59,631,4.32,4.34,2.62
0.4,Premium,J,IF,62.2,61,1063,4.71,4.68,2.92
0.59,Ideal,D,IF,60.7,58,4161,5.45,5.49,3.32
0.31,Ideal,E,IF,60.4,56,1239,4.43,4.38,2.66
0.39,Ideal,E,IF,61.1,57,1333,4.73,4.76,2.9
0.3,Ideal,E,IF,61.2,58,957,4.31,4.38,2.66
1.28,Ideal,E,IF,60.7,57,18700,7.09,6.99,4.27
0.3,Ideal,F,IF,61.8,56,886,4.29,4.32,2.66
0.3,Ideal,F,IF,60.4,60,873,4.32,4.35,2.62
0.31,Ideal,F,IF,62.3,57,1122,4.34,4.3,2.69
0.31,Ideal,F,IF,60.7,56,901,4.42,4.45,2.69
0.48,Ideal,F,IF,62.1,55,2154,5,5.05,3.12
0.37,Ideal,F,IF,62,57,1092,4.59,4.62,2.85
0.32,Ideal,F,IF,61.1,55,984,4.47,4.44,2.72
0.48,Ideal,F,IF,62,54,2059,5,5.05,3.11
0.3,Ideal,F,IF,61.8,54,886,4.34,4.36,2.69
0.28,Ideal,F,IF,62.6,53,787,4.18,4.19,2.62
0.31,Ideal,F,IF,62.3,57,821,4.25,4.29,2.66
0.52,Ideal,F,IF,60.6,57,2575,5.21,5.22,3.16
0.5,Ideal,F,IF,62,55,2645,5.09,5.13,3.17
0.32,Ideal,G,IF,61.5,55,905,4.4,4.42,2.71
0.38,Ideal,G,IF,61.6,56,1074,4.67,4.72,2.89
1.28,Ideal,G,IF,60.8,57,11372,7.02,7.05,4.28
0.3,Ideal,G,IF,62.1,57,863,4.27,4.29,2.66
0.32,Ideal,G,IF,61.2,56,918,4.4,4.43,2.7
0.34,Ideal,G,IF,61.9,55,974,4.51,4.54,2.8
0.42,Ideal,G,IF,62.7,56,1400,4.76,4.77,2.99
1.25,Ideal,G,IF,60.6,57,11705,6.97,6.99,4.23
0.53,Ideal,G,IF,61.8,57,2247,5.18,5.22,3.21
1.08,Ideal,G,IF,61.3,57,9035,6.62,6.59,4.05
0.36,Ideal,G,IF,62,57,1006,4.54,4.58,2.82
0.32,Ideal,G,IF,61.6,55,918,4.42,4.45,2.73
0.4,Ideal,G,IF,61.2,56,1199,4.74,4.77,2.91
0.56,Ideal,G,IF,62,56,2442,5.3,5.32,3.29
0.32,Ideal,G,IF,61.3,56,918,4.4,4.44,2.71
0.32,Ideal,G,IF,61.8,55,954,4.41,4.43,2.73
0.41,Ideal,G,IF,61.7,56,1259,4.79,4.81,2.96
0.3,Ideal,G,IF,61.6,53,863,4.32,4.35,2.67
0.41,Ideal,G,IF,62.4,54,1259,4.76,4.79,2.98
0.54,Ideal,G,IF,62.5,57,2271,5.16,5.2,3.24
0.31,Ideal,G,IF,62.2,55,891,4.35,4.4,2.72
0.31,Ideal,G,IF,62.6,57,924,4.3,4.32,2.7
0.3,Ideal,G,IF,62.3,54,863,4.32,4.35,2.7
0.39,Ideal,G,IF,60.1,57,1624,4.74,4.77,2.85
1.24,Ideal,G,IF,62,55,13178,6.93,6.89,4.29
0.31,Ideal,H,IF,61.8,56,1046,4.38,4.36,2.7
0.47,Ideal,H,IF,62.4,57,1865,4.97,5,3.11
0.3,Ideal,H,IF,61.3,58,764,4.3,4.31,2.64
0.29,Ideal,H,IF,62.2,55,607,4.25,4.28,2.65
0.28,Ideal,H,IF,63,55,586,4.14,4.19,2.62
0.32,Ideal,H,IF,61.1,56,814,4.45,4.48,2.73
0.35,Ideal,H,IF,61.7,54,859,4.53,4.55,2.8
0.8,Ideal,H,IF,62.4,54,3972,5.93,5.99,3.72
0.51,Ideal,H,IF,62,54,1879,5.14,5.18,3.2
0.42,Ideal,H,IF,61,56,1135,4.79,4.82,2.93
0.42,Ideal,H,IF,61.7,55,1216,4.82,4.84,2.98
0.33,Ideal,I,IF,62.2,56,891,4.45,4.42,2.76
0.34,Ideal,I,IF,61.3,55,695,4.52,4.55,2.78
0.42,Ideal,I,IF,61.7,55,961,4.83,4.86,2.99
0.71,Ideal,I,IF,61.5,56,2925,5.74,5.77,3.54
0.74,Ideal,I,IF,62.1,53.9,2952,5.79,5.81,3.6
0.3,Ideal,J,IF,61.5,56,489,4.32,4.33,2.66
